Date,MGP,BUFF,NTNX,TRVG,TWLO,USFD,VVV,ZTO
7/29/2020,26.66,31.962,22.08,1.8,264.619995,20.870001,21.02,36.369999
7/30/2020,27.219999,31.448,22.18,1.85,267.450012,20.27,20.799999,36.560001
7/31/2020,27.34,31.120001,22.190001,1.82,277.420013,20.299999,20.52,37.049999
8/3/2020,27.360001,31.457001,22.84,1.77,286.329987,20.120001,21.07,37.299999
8/4/2020,27.48,31.537001,23.290001,1.8,283.76001,21.68,20.9,37.34
8/5/2020,27.440001,31.558001,23.75,1.86,278.109985,21.950001,21.92,37
8/6/2020,27.92,31.475,23.299999,1.94,260.48999,22.690001,21.57,37.529999
8/7/2020,28.219999,31.77,22.215,1.83,249,23.24,21.74,36.34
8/10/2020,28.65,31.789,22.52,1.87,250.050003,23.85,21.67,36
8/11/2020,28.58,31.615,22.59,1.99,244.490005,24.48,21.620001,36.16
8/12/2020,28.969999,31.801001,22.32,2.01,240.929993,24.01,21.83,36.990002
8/13/2020,28.6,31.75,21.719999,1.98,243.990005,24.16,21.719999,34.75
8/14/2020,28.719999,31.745001,21.200001,1.96,240.059998,24.299999,21.709999,33.669998
8/17/2020,28.809999,31.84,21.16,1.9,247.800003,24.370001,21.860001,33.66
8/18/2020,28.719999,31.855,21.17,1.92,251.940002,24.09,21.719999,33.369999
8/19/2020,28.360001,31.83,20.84,1.75,251,23.6,21.6,32.419998
8/20/2020,28.530001,31.823,21.48,1.84,257.649994,23.27,21.5,31.92
8/21/2020,28.469999,31.844999,20.98,1.83,251.259995,22.299999,21.33,31.870001
8/24/2020,29.280001,31.790001,21.219999,1.84,245.470001,23.309999,21.68,32.040001
8/25/2020,29.24,31.98,20.889999,1.88,249.509995,22.969999,21.139999,32.650002
8/26/2020,28.959999,31.965,21.639999,1.86,265.019989,22.75,20.940001,32.810001
8/27/2020,29.290001,32.029999,21.700001,1.88,261.519989,23.959999,20.860001,32.259998
8/28/2020,28.790001,32.075001,28.030001,1.88,264.450012,25.049999,21,32.720001
8/31/2020,28.07,32.007999,28.709999,1.84,269.76001,24.35,20.4,33.529999
9/1/2020,28.5,32.09,28.145,1.81,273.23999,24,20.299999,35.27
9/2/2020,28.889999,32.070999,27.459999,1.78,264.200012,24.48,20.639999,34.59
9/3/2020,28.629999,31.74,26.110001,1.85,248.389999,24.299999,20.17,33.27
9/4/2020,28.549999,31.778,25.07,1.84,233.5,24.309999,20.540001,33.27
9/8/2020,28.209999,31.58,25.049999,1.77,226.160004,23.25,19.940001,31.74
9/9/2020,28.469999,31.802,25.559999,1.78,233.110001,23.84,20.26,32.599998
9/10/2020,28.530001,31.530001,24.715,1.75,231.169998,23.9,20.379999,31.27
9/11/2020,28.23,31.657,23.934999,1.7,224.410004,23.450001,20.709999,31.620001
9/14/2020,28.65,31.784,24.635,1.73,225.910004,24.27,20.92,31.719999
9/15/2020,29.33,31.795,24.25,1.7,226.330002,24.98,20.799999,31.370001
9/16/2020,29.51,31.798,23.82,1.75,228.740005,25.309999,20.65,31.01
9/17/2020,29.02,31.778,22.59,1.71,221.869995,25.540001,20.889999,30.83
9/18/2020,28.530001,31.67,22.049999,1.7,225.399994,25.280001,20.26,30.66
9/21/2020,27.85,31.51,21.639999,1.63,238.300003,23.68,19.389999,28.68
9/22/2020,27.860001,31.584999,22.690001,1.62,237,23.780001,19.5,29.860001
9/23/2020,27.58,31.330999,21.389999,1.54,232,22.57,19,29.950001
9/24/2020,27.620001,31.334999,21.26,1.54,238.399994,22.58,19.120001,30.25
9/25/2020,27.99,31.597,21.780001,1.54,245.020004,22.67,19.120001,30.5
9/28/2020,28.74,31.728001,22.01,1.59,244.520004,23.040001,19.360001,31.969999
9/29/2020,28.25,31.715,22.129999,1.57,248.800003,22.1,19.139999,29.59
9/30/2020,27.98,31.797001,22.18,1.55,247.089996,22.219999,19.040001,29.92
10/1/2020,28.200001,31.804001,22.99,1.48,256.959991,22.58,19.059999,29.48
10/2/2020,28.26,31.729,22.25,1.42,290.359985,22.799999,19.559999,29.08
10/5/2020,28.17,31.879,22.030001,1.41,283,22.41,19.76,29.08
10/6/2020,28.25,31.747,21.459999,1.4,294.51001,23.190001,19.49,29.25
10/7/2020,28.01,31.98,21.370001,1.41,298.179993,23.389999,19.709999,28.940001
10/8/2020,28.209999,32.060001,22.809999,1.47,299.100006,23.77,19.700001,28.92
10/9/2020,28.139999,32.25,23.120001,1.45,306.23999,24.309999,20.02,29.91
10/12/2020,28.139999,32.374001,23.41,1.46,329.720001,25.120001,19.65,30.24
10/13/2020,27.690001,32.349998,23.790001,1.47,337.880005,24.190001,19.25,30.18
10/14/2020,27.49,32.284,24.51,1.5,323.420013,24.68,19.879999,29.01
10/15/2020,27.940001,32.244999,24.389999,1.43,325.899994,25.030001,20.049999,28.67
10/16/2020,27.5,32.191002,24.469999,1.43,326.470001,24.83,19.700001,28.84
10/19/2020,26.700001,32.049,24.290001,1.45,329.589996,24.559999,19.41,28.799999
10/20/2020,26.73,32.127998,23.9,1.44,309.380005,24.950001,19.6,29.92
10/21/2020,27.09,32.169998,24.4,1.46,298.700012,24.65,19.4,30.57
10/22/2020,27.370001,32.191002,25.049999,1.45,294.029999,25.129999,20.030001,30.969999
10/23/2020,27.32,32.202,25.32,1.5,306.100006,25.290001,20.309999,30.27
10/26/2020,27.26,31.995001,24.26,1.37,300.619995,23.440001,19.450001,30.389999
10/27/2020,26.799999,31.997,24.540001,1.41,286.290009,22.389999,18.9,29.870001
10/28/2020,26.4,31.511999,24.559999,1.33,296.959991,21.299999,18.67,29.18
10/29/2020,26.65,31.719999,25.360001,1.36,288.579987,21.190001,19.950001,30.18
10/30/2020,26.450001,31.466,24.34,1.35,278.970001,20.9,19.67,28.98
11/2/2020,27.129999,31.701,23.360001,1.27,273.380005,21.43,20.559999,29.33
11/3/2020,28.049999,31.968,24.73,1.28,280.369995,23.040001,21.129999,29.07
11/4/2020,27.85,32.27,25.110001,1.25,306.190002,22.66,21.1,30.32
11/5/2020,28.209999,32.439999,25.379999,1.26,307.540009,23.280001,21.41,31.290001
11/6/2020,27.93,32.48,25.9,1.3,292.130005,23.32,21.76,31.35
11/9/2020,28.879999,32.625999,26.09,1.56,274,30.07,22.24,30.93
11/10/2020,29.73,32.598999,24.844999,1.5,266.26001,31.120001,22.66,30.030001
11/11/2020,29.99,32.658001,25.66,1.42,279.170013,28.75,22.27,29.93
11/12/2020,29.559999,32.534,25.620001,1.37,285.670013,27.950001,21.6,30.77
11/13/2020,30.15,32.740002,26.370001,1.4,274.429993,30.059999,22.35,32.73
11/16/2020,30.799999,32.803001,26.709999,1.42,278.519989,31.18,22.209999,33.240002
11/17/2020,31.18,32.794998,26.98,1.46,287.880005,31.139999,22.280001,33.080002
11/18/2020,30.51,32.744999,26.860001,1.46,278.929993,30.43,22,32.59
11/19/2020,30.9,32.790001,27.59,1.5,295.640015,30.73,22.139999,29.99
11/20/2020,30.860001,32.75,28.469999,1.49,298.309998,30.01,22.58,30.120001
11/23/2020,30.709999,32.792,28.469999,1.71,301.720001,30.559999,22.690001,29.24
11/24/2020,30.83,32.950001,28.209999,2.15,292,31.98,23.629999,29.76
11/25/2020,30.559999,32.916,27.07,2.25,305.5,31.98,23,29.459999
11/27/2020,30.540001,32.915001,28.07,2.42,319.049988,32.25,22.91,29.51
11/30/2020,30.57,32.841,27.389999,2.19,320.089996,31.48,22.790001,28.24
12/1/2020,31.549999,33.014999,27.799999,2.07,313.579987,32.82,23.02,28.75
12/2/2020,31.459999,33.049999,28.4,2.24,320.339996,32.560001,22.67,29.02
12/3/2020,32.549999,32.965,27.959999,2.17,319.75,33,22.790001,28.799999
12/4/2020,32.59,33.049999,28.879999,2.23,319.48999,34.32,23.1,28.219999
12/7/2020,32.48,33.083,28.58,2.2,309.290009,33,23.02,28.23
12/8/2020,32.509998,33.131001,29.530001,2.19,320.799988,33.41,23.040001,27.82
12/9/2020,33.009998,33.014999,29.73,2.16,312.540009,33.700001,23.299999,28.040001
12/10/2020,33.009998,33.014999,31,2.52,334.51001,34.169998,23.52,28.120001
12/11/2020,33.02,32.93,31.110001,2.35,342.410004,33.259998,23.049999,28
12/14/2020,33.080002,32.945,31.42,2.4,350.089996,32.349998,23.01,27
12/15/2020,33,33.009998,31.75,2.49,345.100006,33.32,23.34,26.700001
12/16/2020,32.57,33.105999,30.98,2.34,350.880005,33.060001,23.33,27.559999
12/17/2020,32.650002,33.105,32.040001,2.2,361.070007,33.73,23.450001,27.58
12/18/2020,32.200001,33.132999,33.669998,2.21,365.029999,33.380001,23.4,27.950001
12/21/2020,31.67,33.071999,32.849998,2.15,364.820007,33.240002,23.35,28.1
12/22/2020,31.709999,33.047001,33.860001,2.13,370.75,32.84,23.16,28
12/23/2020,31.51,33.119999,33.209999,2.2,363.279999,33.34,23.360001,28.25
12/24/2020,31.6,33.084999,33.220001,2.2,362.880005,33.310001,23.49,28.02
12/28/2020,31.780001,33.150002,32.380001,2.17,355.660004,33.5,23.530001,27.93
12/29/2020,31.49,33.153,31.85,2.17,350.5,32.93,23.379999,27.98
12/30/2020,31.17,33.160999,32.299999,2.25,349.559998,33.349998,23.360001,29
12/31/2020,31.299999,33.220001,31.870001,2.42,338.5,33.310001,23.139999,29.16
1/4/2021,30.68,33.034,31.209999,2.27,334.589996,32.439999,22.75,28.049999
1/5/2021,31.139999,33.175999,31.1,2.29,341.23999,32.32,23.16,28.82
1/6/2021,31.190001,33.23,30.040001,2.2,329.01001,33.709999,23.57,28.48
1/7/2021,31.34,33.373001,30.93,2.24,357.149994,33.630001,23.91,28.200001
1/8/2021,31.48,33.355,31.049999,2.35,360.269989,34.299999,23.950001,28.76
1/11/2021,31.219999,33.32,30.719999,2.32,362.01001,34.709999,23.25,28.799999
1/12/2021,31.01,33.275002,31.110001,2.3,375.149994,36.110001,23.700001,30.280001
1/13/2021,30.860001,33.320999,30.959999,2.26,369,35.73,23.83,29.940001
1/14/2021,30.280001,33.285999,31.41,2.23,385.100006,35.950001,23.76,29.75
1/15/2021,30.68,33.237999,30.780001,2.16,388.649994,35.66,23.76,29.52
1/19/2021,31.110001,33.375,31.110001,2.15,382.25,35.110001,24.620001,30.139999
1/20/2021,32.099998,33.458,33.240002,2.11,392.970001,36.169998,25.200001,31.07
1/21/2021,31.719999,33.490002,33.32,2.18,389,35.330002,25.08,32.259998
1/22/2021,31.299999,33.439999,33.52,2.19,392.01001,34.77,24.93,33.040001
1/25/2021,31.549999,33.365002,33.330002,2.18,380,34.450001,24.889999,34.240002
1/26/2021,31.5,33.415001,32.470001,2.1,355.149994,33.43,25.01,34.82
1/27/2021,30.309999,33.074001,30.77,3.19,337.769989,31.93,24.389999,35.009998
1/28/2021,31.5,33.215,31.18,2.48,360.910004,32.700001,24,33.139999
1/29/2021,31.15,33.043999,30.52,2.52,359.429993,30.99,23.74,33.080002
2/1/2021,31.620001,33.215,31.370001,2.38,371.549988,31.309999,23.940001,34.259998
2/2/2021,32.650002,33.395,32.560001,2.33,387.25,32.959999,24.49,35.279999
2/3/2021,32.560001,33.415001,33.209999,2.51,389.5,35.110001,25,35.5
2/4/2021,32.75,33.522999,33.139999,2.4,399.48999,35.849998,23.99,34.5
2/5/2021,32.970001,33.528999,33.580002,2.62,400.059998,35.990002,23.700001,35.360001
2/8/2021,32.82,33.610001,34.630001,2.76,399.51001,36.959999,24.43,36.610001
2/9/2021,32.720001,33.575001,34.810001,2.6,406.570007,36.459999,24.049999,36.849998
2/10/2021,32.91,33.562,34.509998,2.81,433.299988,36.02,24.49,37.07
2/11/2021,33.009998,33.505001,35.07,2.67,433.190002,36.43,24.41,37.93
2/12/2021,33.23,33.615002,34.419998,3.3,435.290009,36.889999,24.33,38.48
2/16/2021,33.209999,33.630001,34.619999,3.72,421.26001,35.990002,24.42,37.419998
2/17/2021,33.450001,33.575001,33.82,3.62,411.649994,35.18,24.41,36.91
2/18/2021,32.889999,33.573002,33.330002,3.55,443.48999,34.970001,24.459999,36.939999
2/19/2021,32.450001,33.549999,33.689999,3.46,425.549988,36.41,25.209999,36.93
2/22/2021,32.509998,33.534,33.16,4.15,409.209991,37.57,24.68,35.990002
2/23/2021,33.220001,33.584999,31.969999,4.12,410.589996,37.279999,24.540001,35.360001
2/24/2021,32.939999,33.645,32.82,4.75,408.959991,37,25.24,34.689999
2/25/2021,32.650002,33.41,29.790001,4.16,377.589996,36.169998,25.219999,34.07
2/26/2021,33.02,33.458,30.285,4.34,392.880005,36.459999,24.959999,33.740002
3/1/2021,33.799999,33.644001,30.709999,4.39,415.779999,37.040001,25.5,35.220001
3/2/2021,33.700001,33.66,29.940001,4.56,394.619995,37.09,25.27,35.060001
3/3/2021,33.310001,33.540001,28.530001,4.22,364.519989,38.389999,25.02,34.799999
3/4/2021,32.919998,33.337002,26.620001,3.72,346.049988,37.369999,24.559999,34.48
3/5/2021,33.16,33.59,27.27,3.77,337.279999,38,25.49,34.959999
3/8/2021,32.82,33.560001,25.719999,3.64,320.589996,38.349998,26.42,31.950001
3/9/2021,32.630001,33.674999,27.120001,3.9,362.359985,38.700001,25.860001,32.110001
3/10/2021,33.060001,33.728001,27.01,3.83,352.769989,39.400002,26.209999,32.009998
3/11/2021,32.68,33.827,27.700001,4.16,374.25,40.400002,26.280001,33.099998
3/12/2021,33.290001,33.830002,27.360001,4.4,369.029999,40.43,26.709999,33.07
3/15/2021,34.169998,33.890999,27.879999,5.18,369.579987,39.93,26.780001,32.950001
3/16/2021,33.810001,33.901001,27.27,4.59,373.220001,38.599998,26.4,32.830002
3/17/2021,33.400002,33.923,27.32,5.13,386.269989,39.040001,26.559999,32.98
3/18/2021,32.990002,33.805,25.65,4.89,352.049988,36.849998,26.450001,29.48
3/19/2021,33.029999,33.849998,26.219999,4.86,355.799988,38,26.129999,28.610001
3/22/2021,32.759998,33.958,26.43,4.63,359.799988,37.299999,26.280001,27.43
3/23/2021,32.720001,33.882,27.35,4.35,354.420013,36.419998,25.280001,28.219999
3/24/2021,32.34,33.900002,27.195,4.11,326.5,36.450001,25.530001,27.67
3/25/2021,32.580002,33.907001,26.799999,4.39,327.609985,37.009998,26.110001,28.67
3/26/2021,32.740002,34.000999,26.950001,4.37,319.790009,37.139999,26.190001,28.68
3/29/2021,32.560001,34.080002,26.01,4.19,315.079987,36.950001,26.25,28.110001
3/30/2021,32.459999,33.995998,25.860001,4.29,321.200012,37.84,26.389999,28.379999
3/31/2021,32.619999,34.110001,26.559999,4.3,340.76001,38.119999,26.07,29.15
4/1/2021,33.639999,34.130001,27.219999,4.5,352.040009,37.84,26.17,30.1
4/5/2021,33.77,34.299999,27.700001,4.49,348.429993,38.169998,26.07,29.17
4/6/2021,34.509998,34.284,28.059999,4.23,357.529999,38.68,26.370001,29.6
4/7/2021,34.59,34.290001,27.26,4.22,353.109985,38.330002,26.32,28.459999
4/8/2021,34.959999,34.334999,27.959999,4.15,367.070007,38.790001,26.4,28.370001
4/9/2021,34.360001,34.361,27.389999,4.04,368.23999,39.560001,26.49,28.200001
4/12/2021,34.720001,34.369999,27.15,3.76,371.059998,39.439999,26.889999,28.530001
4/13/2021,34.990002,34.401001,27.27,3.8,386.600006,39.119999,26.59,29.59
4/14/2021,34.810001,34.305,27.84,3.78,372,38.779999,26.700001,29.549999
4/15/2021,35.209999,34.429001,28.48,3.6,389.890015,38.869999,26.99,28.959999
4/16/2021,35.27,34.445,27.34,3.69,385.23999,38.790001,27.209999,29.57
4/19/2021,35.150002,34.389999,27.01,3.58,367.459991,38.700001,28.360001,29.99
4/20/2021,35.150002,34.32,26.469999,3.32,367.649994,38.07,28.33,30.18
4/21/2021,35.389999,34.435001,26.84,3.46,370.200012,38.93,28.370001,29.559999
4/22/2021,35.209999,34.380001,26.620001,3.48,373.769989,39.220001,28.549999,31.25
4/23/2021,35.169998,34.419998,26.66,3.68,384.640015,39.43,28.82,32.279999
4/26/2021,35.439999,34.459999,27.450001,3.73,400.679993,39.950001,28.889999,32.459999
4/27/2021,35.360001,34.48,27.18,3.78,395.890015,40.25,28.91,32.07
4/28/2021,35.720001,34.485001,27.32,3.7,393.799988,40.360001,29.059999,32.509998
4/29/2021,35.919998,34.473,27.74,3.65,375.440002,41.68,31.190001,32.009998
4/30/2021,36.02,34.439999,27.040001,3.58,367.799988,41.459999,31.4,32.16
5/3/2021,35.799999,34.474998,26.540001,3.54,359.920013,40.830002,31.549999,32.380001
5/4/2021,35.099998,34.348999,27.16,3.44,342.029999,39.970001,31.82,32.130001
5/5/2021,34.919998,34.453999,26.709999,3.51,335.720001,39.07,31.99,32.220001
5/6/2021,34.639999,34.41,28.15,3.54,304.119995,40.130001,31.92,31.68
5/7/2021,35.240002,34.575001,28.620001,3.8,307.149994,40.57,32.16,31.959999
5/10/2021,34.669998,34.485001,28.389999,3.44,294.700012,39.48,32.279999,31.34
5/11/2021,34.009998,34.396,28.26,3.52,306.070007,38.849998,31.809999,30.959999
5/12/2021,33.59,34.139,26.76,3.37,296.320007,36.919998,31.08,29.5
5/13/2021,33.91,34.328999,28.709999,3.41,281.019989,38.029999,31.51,29.709999
5/14/2021,34.790001,34.439999,29.99,3.68,299.399994,39.389999,31.709999,30.83
5/17/2021,35.02,34.400002,29.65,3.65,297.200012,39,31.709999,30.870001
5/18/2021,34.900002,34.355,29.639999,3.76,299.540009,38.259998,31.35,31.41
5/19/2021,34.82,34.273998,29.57,3.5,298.369995,37.599998,31.67,31.790001
5/20/2021,35.18,34.414001,30.290001,3.54,316.309998,37.990002,32.470001,32.779999
5/21/2021,35.349998,34.369999,30.110001,3.58,314.640015,37.990002,32.669998,32.029999
5/24/2021,35.98,34.5,30.98,3.63,324.089996,38.169998,32.630001,31.450001
5/25/2021,35.919998,34.514,30.969999,3.55,324.209991,38.310001,32.43,32.220001
5/26/2021,35.799999,34.470001,31.620001,3.84,332.359985,38.389999,32.610001,31.879999
5/27/2021,35.549999,34.541,31.9,3.85,338.690002,37.950001,32.84,31.58
5/28/2021,35.869999,34.575001,31.51,3.96,336,38.939999,33,32.09
6/1/2021,35.950001,34.535,32.549999,4.13,333.679993,39.91,33.41,31.92
6/2/2021,35.849998,34.525002,33.209999,3.8,331.480011,38.93,33.5,32.549999
6/3/2021,35.759998,34.57,33.240002,3.74,309.829987,37.849998,33.540001,31.870001
6/4/2021,36.110001,34.615002,33.48,3.66,309.910004,37.869999,33.759998,31.860001
6/7/2021,36.900002,34.646999,34.220001,3.74,314.519989,39.369999,33.810001,31.799999
6/8/2021,37.189999,34.615002,34.709999,3.87,317.200012,40.02,34.23,32.009998
6/9/2021,37.48,34.591999,34.599998,3.89,314.609985,38.970001,34.200001,31.559999
6/10/2021,37.240002,34.615002,34.48,3.77,324.100006,39.279999,33.970001,31.610001
6/11/2021,37,34.665001,34.939999,3.82,332.730011,40.060001,34.450001,31.6
6/14/2021,36.810001,34.646,37.509998,3.71,343.070007,39.310001,33.889999,31.530001
6/15/2021,36.810001,34.728001,37.599998,3.59,335.5,38.540001,34.18,31.09
6/16/2021,37.040001,34.720001,37.639999,3.61,334.399994,37.700001,33.48,30.5
6/17/2021,36.73,34.700001,37.209999,3.48,360.970001,36.84,33.02,30.030001
6/18/2021,36.599998,34.564999,36.900002,3.48,367.609985,36.509998,32.349998,28.92
6/21/2021,36.709999,34.695,36.34,3.48,363.190002,37.330002,33.189999,29.49
6/22/2021,36.970001,34.735001,38.93,3.45,377.529999,37.299999,33.200001,29.76
6/23/2021,36.950001,34.744999,39.139999,3.53,385.410004,38,32.439999,29.76
6/24/2021,36.380001,34.75,39.599998,3.57,386.559998,38.709999,32.720001,30.360001
6/25/2021,36.889999,34.84,39.950001,3.65,383.690002,38.580002,32.950001,30.719999
6/28/2021,36.490002,34.786999,39.27,3.44,394.119995,37.139999,32.48,30.209999
6/29/2021,36.25,34.755001,39.41,3.31,400.179993,36.75,32.41,30.6
6/30/2021,36.619999,34.856998,38.220001,3.31,394.160004,38.360001,32.459999,30.35
7/1/2021,36.139999,34.881001,38.279999,3.37,387,38.040001,32.759998,29.799999
7/2/2021,36.990002,34.880001,38.419998,3.28,388.679993,37.669998,32.52,29.299999
7/6/2021,36.200001,34.911999,38.48,3.18,394.390015,36.759998,32,29.110001
7/7/2021,36.139999,34.935001,37.43,3.06,388.850006,36.25,32.240002,28.68
7/8/2021,36.040001,34.816002,37.540001,3.03,384.850006,36.07,31.48,28.360001
7/9/2021,36.580002,34.950001,38.110001,3.05,392.269989,37.549999,32.02,29.08
7/12/2021,36.990002,35,37.049999,3.07,393.410004,37.150002,32.130001,28.799999
7/13/2021,36.549999,34.93,36.5,3.05,389.26001,35.77,31.66,29.48
7/14/2021,36.990002,34.974998,35.119999,3,375.350006,35.540001,31.52,29.15
7/15/2021,36.700001,34.884998,34.59,2.95,366.269989,35.52,31.139999,29.209999
7/16/2021,36.669998,34.855,33.939999,2.93,374.980011,34.740002,30.41,29.190001
7/19/2021,35.880001,34.655998,33.669998,2.77,379.059998,33,30.16,28.469999
